# Contrast1,Contrast2,Contrast3,Contrast4,homogeneity1,homogeneity2,homogeneity3,homogeneity4,energy1,energy2,energy3,energy4,correlation1,correlation2,correlation3,correlation4,entropy1,entropy2,entropy3,entropy4
7.251797,10.657865,3.661353,10.170387,0.970270,0.956217,0.984962,0.958217,0.809931,0.752153,0.807377,0.747430,4.063892,4.255015,4.043951,4.271367,0.195026,0.176006,0.194316,0.174252
10.102008,19.046337,7.242353,14.004250,0.957230,0.917672,0.968730,0.939459,0.844101,0.803553,0.843807,0.798155,4.394108,4.563076,4.382891,4.574928,0.155961,0.143515,0.154846,0.141714
22.589792,39.673501,11.012208,24.590726,0.927543,0.871810,0.964712,0.920486,0.851815,0.822956,0.861831,0.823740,4.314540,4.452993,4.247194,4.434454,0.172326,0.162196,0.174445,0.161709
23.515458,32.919965,12.581271,36.737610,0.967136,0.953926,0.982392,0.948580,0.804675,0.751923,0.809150,0.756902,4.393319,4.579861,4.350637,4.566708,0.192280,0.175398,0.194340,0.176655
8.335182,12.949310,4.370896,11.223540,0.973657,0.958732,0.986105,0.964235,0.816412,0.756929,0.814984,0.759005,4.032314,4.229950,4.009196,4.220424,0.192766,0.173911,0.193439,0.174400
13.915060,21.855294,7.092313,18.288751,0.982982,0.973251,0.991319,0.977616,0.828756,0.776961,0.831900,0.781939,4.312993,4.493612,4.278188,4.474119,0.195299,0.179277,0.197526,0.179823
23.464215,34.917064,16.033943,40.474429,0.916572,0.875879,0.942975,0.856124,0.787840,0.737835,0.792180,0.734081,3.901110,4.080867,3.870538,4.102107,0.227648,0.207710,0.229984,0.206381
19.409467,30.355106,10.937130,27.477212,0.903678,0.849424,0.945745,0.863700,0.789169,0.737511,0.798885,0.739996,3.909827,4.101671,3.861503,4.088349,0.219438,0.199646,0.222997,0.199953
12.739249,18.212284,6.641134,18.953493,0.917446,0.881712,0.956924,0.876897,0.829872,0.779066,0.832980,0.778474,3.629068,3.805736,3.601309,3.808794,0.241537,0.220576,0.242967,0.220106
14.324122,25.215879,8.744210,18.834971,0.947554,0.907546,0.967987,0.930944,0.844419,0.797993,0.847180,0.799243,3.696347,3.862679,3.670749,3.859478,0.245601,0.226991,0.246923,0.226420
23.687457,38.959695,11.632900,29.492255,0.951097,0.919193,0.975874,0.938831,0.824734,0.779196,0.832019,0.782399,4.093088,4.264385,4.030705,4.245089,0.212180,0.196359,0.215172,0.196773
15.680083,23.449493,6.752337,19.521010,0.961962,0.943029,0.983613,0.952576,0.822934,0.769652,0.824279,0.767903,4.272237,4.455106,4.245390,4.460072,0.179552,0.163499,0.180323,0.162478
10.236101,20.170902,8.182882,14.854104,0.978717,0.958014,0.982965,0.969081,0.826058,0.772595,0.824492,0.773256,4.372851,4.569428,4.371136,4.561162,0.178999,0.163152,0.179246,0.162388
29.866811,43.430577,20.839222,53.990077,0.937373,0.908712,0.956448,0.886458,0.826148,0.791262,0.830435,0.785362,4.529772,4.686368,4.500457,4.713796,0.166545,0.155614,0.167682,0.153887
11.030638,15.259515,4.939111,15.352801,0.936846,0.912413,0.971985,0.911938,0.844115,0.799075,0.850316,0.797535,3.663299,3.820525,3.619775,3.827764,0.240810,0.222171,0.242279,0.221431
28.547533,43.489160,21.051121,51.721557,0.933463,0.898425,0.950886,0.879194,0.779227,0.720935,0.779361,0.721695,4.281829,4.486037,4.268379,4.490776,0.185217,0.167036,0.186167,0.167389
13.423737,24.435195,7.296822,15.306723,0.973519,0.951572,0.985538,0.969665,0.790758,0.729541,0.793925,0.735118,4.263239,4.474211,4.223082,4.441952,0.190235,0.171407,0.191830,0.172230
24.861432,40.443490,17.613288,41.094632,0.939776,0.901718,0.957188,0.900136,0.812101,0.762257,0.811120,0.763816,4.072267,4.260320,4.058675,4.255517,0.214716,0.197047,0.215195,0.197468
14.406292,27.056956,10.079944,19.688660,0.958595,0.921934,0.971205,0.943171,0.794446,0.740443,0.803397,0.741619,4.118270,4.313316,4.069675,4.301553,0.198277,0.180271,0.200901,0.180211
16.704422,26.527435,12.513937,29.219574,0.933091,0.893802,0.949886,0.883025,0.812868,0.758967,0.813473,0.762395,3.829920,4.027498,3.826669,4.013633,0.215467,0.194719,0.214907,0.195813
17.999736,32.155950,8.456374,18.357719,0.939165,0.891132,0.971370,0.937848,0.815944,0.769275,0.826291,0.776858,4.064169,4.239219,3.990667,4.192910,0.217731,0.200444,0.221842,0.202091
9.605378,28.038512,10.062772,8.688668,0.980435,0.942756,0.979460,0.982262,0.823729,0.768918,0.821897,0.778054,4.444167,4.653530,4.444191,4.589152,0.171315,0.156440,0.172884,0.157583
